code,name,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv,area,industry,fullname,enname,market,exchange,curr_type,list_status,list_date,delist_date
000001,平安银行,12.2137,10.8323,1.1305,2.5971,2.2789,1940591.8198,1940575.268,860111.1956,30312044.2253,30311785.6862,深圳,银行,平安银行股份有限公司,"Ping An Bank Co., Ltd.",主板,SZSE,CNY,L,19910403,
000002,万科A,9.4874,8.4256,1.9155,1.0764,0.9272,1130214.3001,971517.0043,579196.3798,32041575.4078,27542507.0719,深圳,全国地产,万科企业股份有限公司,"China Vanke Co.,Ltd.",主板,SZSE,CNY,L,19910129,
000004,国农科技,,,15.7814,4.2713,7.1597,8397.6684,8260.4584,5333.0136,156700.4923,154140.1537,深圳,生物制药,深圳中国农大科技股份有限公司,"Shenzhen Cau Technology Co.,Ltd.",主板,SZSE,CNY,L,19910114,
000005,世纪星源,21.1268,16.8276,2.0458,6.4664,4.6738,105853.6842,105794.6242,82576.0487,314385.4421,314210.0339,深圳,环境保护,深圳世纪星源股份有限公司,Shenzhen Fountain Corporation,主板,SZSE,CNY,L,19901210,
000006,深振业A,7.9371,8.433,1.0865,2.7625,2.4082,134999.5046,134830.7972,86230.9824,693897.4536,693030.2976,深圳,区域地产,深圳市振业(集团)股份有限公司,"Shenzhen Zhenye(Group) Co.,Ltd.",主板,SZSE,CNY,L,19920427,
000007,全新好,,,19.5376,83.5024,85.9053,34644.8044,30894.8044,20562.9467,354416.349,316053.849,深圳,酒店餐饮,深圳市全新好股份有限公司,"Shenzhen Quanxinhao Co.,Ltd",主板,SZSE,CNY,L,19920413,
000008,神州高铁,30.0278,27.8938,1.3545,3.8054,3.4424,278079.5346,259377.0878,167968.2165,976059.1664,910413.5782,北京,运输设备,神州高铁技术股份有限公司,"China High Speed Railway Technology Co., Ltd.",主板,SZSE,CNY,L,19920507,
000009,中国宝安,53.9295,36.5007,2.1394,0.9841,0.8341,257921.3965,254383.6879,209287.5349,1152908.6424,1137095.0849,深圳,综合类,中国宝安集团股份有限公司,"China Baoan Group Co.,Ltd.",主板,SZSE,CNY,L,19910625,
000011,深物业A,9.0193,9.6918,1.6393,1.918,2.0639,59597.9092,52644.2569,14606.3672,534593.2455,472218.9844,深圳,区域地产,深圳市物业发展(集团)股份有限公司,Shenzhen Properties & Resources Development (Group) Ltd.,主板,SZSE,CNY,L,19920330,
000012,南玻A,29.7805,25.5406,1.413,1.2714,1.3329,310819.6163,195755.0017,187091.657,1348957.1347,849576.7074,深圳,玻璃,中国南玻集团股份有限公司,"CSG Holding Co.,Ltd.",主板,SZSE,CNY,L,19920228,
000014,沙河股份,12.2128,13.4562,2.0727,4.9816,6.7875,20170.5187,20170.5187,13309.1796,178307.3853,178307.3853,深圳,全国地产,沙河实业股份有限公司,"Shahe Industrial Co.,Ltd.",主板,SZSE,CNY,L,19920602,
000016,深康佳A,23.8283,22.6887,1.1758,0.2125,0.1688,240794.5408,159657.43,107282.7368,980033.7811,649805.7401,深圳,家用电器,康佳集团股份有限公司,"Konka Group Co.,Ltd",主板,SZSE,CNY,L,19920327,
000017,深中华A,,,164.1063,19.9099,29.2905,55134.7947,30298.1008,23947.2261,238733.6611,131190.7765,深圳,文教休闲,深圳中华自行车(集团)股份有限公司,Shenzhen China Bicycle Company (Holdings) Limited,主板,SZSE,CNY,L,19920331,
000018,神城A退,,,,0.4688,2.312,169824.5011,99588.9682,70728.9664,113782.4157,66724.6087,深圳,装修装饰,神州长城股份有限公司,"Sino Great Wall Co., Ltd.",主板,SZSE,CNY,L,19920616,
000019,深粮控股,21.8298,10.0807,1.5344,0.6256,0.3735,115253.5254,41592.0398,27042.0418,673080.5883,242897.5124,深圳,其他商业,深圳市深粮控股股份有限公司,"SHENZHEN CEREALS HOLDINGS CO.,LTD.",主板,SZSE,CNY,L,19921012,
000020,深华发A,877.407,468.2495,8.8319,4.5382,4.1533,28316.1227,18116.5391,6187.5497,289107.6128,184969.8642,深圳,元器件,深圳中恒华发股份有限公司,"Shenzhen Zhongheng Huafa Co.,Ltd.",主板,SZSE,CNY,L,19920428,
000021,深科技,26.6178,39.0129,2.1836,0.8785,1.0424,147125.9363,146932.7064,72254.9832,1410937.7291,1409084.6544,深圳,IT设备,深圳长城开发科技股份有限公司,"Shenzhen Kaifa Technology Co., Ltd.",主板,SZSE,CNY,L,19940202,
000023,深天地A,66.2665,24.9603,3.653,1.0824,0.926,13875.624,13875.624,8848.3032,174416.5937,174416.5937,深圳,其他建材,深圳市天地(集团)股份有限公司,"Shenzhen Universe (Group) Co.,Ltd",主板,SZSE,CNY,L,19930429,
000025,特力A,99.6268,75.2224,7.772,20.9057,15.7656,43105.832,39277.832,9977.9339,865996.1649,789091.6449,深圳,汽车服务,深圳市特力(集团)股份有限公司,"Shenzhen Tellus Holding Co.,Ltd",主板,SZSE,CNY,L,19930621,
000026,飞亚达A,19.9274,18.3255,1.3935,1.0773,1.0246,44296.8881,35671.6368,19373.9041,366335.2646,295004.4363,深圳,其他商业,飞亚达(集团)股份有限公司,Fiyta Holdings Ltd.,主板,SZSE,CNY,L,19930603,
000027,深圳能源,34.0957,13.0854,0.9828,1.271,1.0738,396449.1597,396449.1597,103890.679,2354908.0086,2354908.0086,深圳,火力发电,深圳能源集团股份有限公司,"Shenzhen Energy Group Co., Ltd.",主板,SZSE,CNY,L,19930903,
000028,国药一致,15.2617,14.8308,1.484,0.4285,0.3679,42812.6983,30774.4355,12280.2064,1847796.0586,1328224.6362,深圳,医药商业,国药集团一致药业股份有限公司,China National Accord Medicines Corporation Ltd.,主板,SZSE,CNY,L,19930809,
000030,富奥股份,9.3029,9.7914,1.2823,1.0445,0.9094,181055.2111,175988.087,55216.3837,820180.1063,797226.0341,吉林,汽车配件,富奥汽车零部件股份有限公司,FAWER Automotive Parts Limited Company,主板,SZSE,CNY,L,19930929,
000031,大悦城,19.8729,9.4645,1.5999,1.9547,0.9656,392587.0338,181372.2958,95636.8818,2759886.8476,1275047.2395,深圳,全国地产,大悦城控股集团股份有限公司,"Grandjoy Holdings Group Co.,Ltd.",主板,SZSE,CNY,L,19931008,
000032,深桑达A,50.003,48.2308,3.7674,3.3431,3.7025,41321.9661,41128.366,16613.138,535119.461,532612.3397,深圳,元器件,深圳市桑达实业股份有限公司,"Shenzhen Sed Industry Co.,Ltd.",主板,SZSE,CNY,L,19931028,
000034,神州数码,21.4318,16.1929,2.618,0.1342,0.12,65407.0434,48547.5941,35044.4994,1098184.2587,815114.1049,深圳,综合类,神州数码集团股份有限公司,"Digital China Group Co.,Ltd.",主板,SZSE,CNY,L,19940509,
000035,中国天楹,76.3571,37.5255,1.6135,8.9506,1.2203,252377.7297,128108.9502,77332.9918,1653074.1295,839113.6238,江苏,环境保护,中国天楹股份有限公司,China Tianying Inc.,主板,SZSE,CNY,L,19940408,
000036,华联控股,6.0053,6.9339,1.2275,1.7445,2.0219,148393.4025,147502.3304,98215.5544,581702.1378,578209.1352,深圳,全国地产,华联控股股份有限公司,China Union Holdings Ltd.,主板,SZSE,CNY,L,19940617,
000037,深南电A,372.2309,,3.608,3.8022,6.6226,60276.2596,33889.4011,20012.1057,716684.7266,402944.9791,深圳,火力发电,深圳南山热电股份有限公司,"Shenzhen Nanshan Power Co.,Ltd.",主板,SZSE,CNY,L,19940701,
000038,深大通,,,2.2223,2.4518,3.2397,52277.7419,23157.1139,15543.9194,629946.7899,279043.2225,深圳,广告包装,深圳大通实业股份有限公司,"Shenzhen Capstone Industrial Co., Ltd.",主板,SZSE,CNY,L,19940808,
000039,中集集团,9.9637,19.816,0.9893,0.3602,0.3817,358314.8682,152234.172,100373.5508,3368159.7611,1431001.2168,深圳,轻工机械,中国国际海运集装箱(集团)股份有限公司,"China International Marine Containers (Group) Co., Ltd",主板,SZSE,CNY,L,19940408,
000040,东旭蓝天,5.494,,0.4247,0.7078,0.6285,148687.387,106034.067,90359.3956,614078.9083,437920.6967,深圳,新型电力,东旭蓝天新能源股份有限公司,"Tunghsu Azure Renewable Energy Co., Ltd.",主板,SZSE,CNY,L,19940808,
000042,中洲控股,15.077,10.946,0.8851,0.848,1.4441,66483.1139,66220.2464,22301.9487,673473.9438,670811.096,深圳,全国地产,深圳市中洲投资控股股份有限公司,"SHENZHEN CENTRALCON INVESTMENT HOLDING CO., LTD",主板,SZSE,CNY,L,19940921,
000043,中航善达,15.5721,81.1993,2.7924,2.0042,2.032,66696.1416,66679.3416,32476.4536,1333922.832,1333586.832,深圳,房产服务,中航善达股份有限公司,AVIC SUNDA HOLDING COMPANY LIMITED,主板,SZSE,CNY,L,19940928,
000045,深纺织A,,,1.4042,2.8582,1.975,50933.8429,45702.1849,20682.3381,363667.6383,326313.6002,深圳,元器件,深圳市纺织(集团)股份有限公司,"Shenzhen Textile (Holdings) Co.,Ltd.",主板,SZSE,CNY,L,19940815,
000046,泛海控股,23.8363,13.8035,0.969,4.4311,5.2497,519620.0656,517496.4633,149229.1725,2218777.6801,2209709.8983,北京,全国地产,泛海控股股份有限公司,"Oceanwide Holdings Co., Ltd.",主板,SZSE,CNY,L,19940912,
000048,康达尔,20.088,13.5626,6.5885,2.5565,2.4954,40249.1731,40242.8671,11465.0118,878639.4488,878501.7888,深圳,饲料,深圳市康达尔(集团)股份有限公司,"Shenzhen Kondarl (Group) Co.,Ltd.",主板,SZSE,CNY,L,19941101,
000049,德赛电池,18.4603,15.9053,3.5972,0.4295,0.4094,20719.7738,20524.3738,11241.6699,740939.1111,733951.6071,深圳,电气设备,深圳市德赛电池科技股份有限公司,"Shenzhen Desay Battery Technology Co., Ltd.",主板,SZSE,CNY,L,19950320,
000050,深天马A,32.7286,44.2681,1.125,1.0477,0.9901,204812.3051,182885.7609,85301.8636,3029173.9924,2704880.4037,深圳,元器件,天马微电子股份有限公司,"Tianma Microelectronics Co.,Ltd.",主板,SZSE,CNY,L,19950315,
000055,方大集团,2.2456,2.4241,0.9985,1.6545,1.7165,112338.4189,67828.3904,53718.0762,504399.5009,304549.4729,深圳,其他建材,方大集团股份有限公司,"China Fangda Group Co.,Ltd.",主板,SZSE,CNY,L,19960415,
000056,皇庭国际,55.4921,87.2014,0.9231,5.3002,5.0956,117534.5368,90373.3208,31006.6103,503047.8175,386797.813,深圳,房产服务,深圳市皇庭国际企业股份有限公司,"Shenzhen Wongtee International Enterprise Co., Ltd.",主板,SZSE,CNY,L,19960708,
000058,深赛格,327.4056,208550.8656,4.7347,5.6789,7.1537,123565.6249,53803.9603,28826.8083,911914.3118,397073.227,深圳,元器件,深圳赛格股份有限公司,"Shenzhen Seg Co.,Ltd.",主板,SZSE,CNY,L,19961226,
000059,华锦股份,8.8355,10.1412,0.6798,0.2542,0.2373,159944.2537,159943.9081,83401.9906,932474.9991,932472.9842,辽宁,石油加工,北方华锦化学工业股份有限公司,"North Huajin Chemical Industries Co.,Ltd",主板,SZSE,CNY,L,19970130,
000060,中金岭南,15.4826,18.1157,1.3275,0.7135,0.7005,356968.5327,356823.7689,241597.7766,1424304.4455,1423726.8379,深圳,铅锌,深圳市中金岭南有色金属股份有限公司,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,主板,SZSE,CNY,L,19970123,
000061,农产品,206.7286,55.3612,1.7513,3.8406,3.2603,169696.4131,169541.6233,111849.857,884118.3123,883311.8574,深圳,农业综合,深圳市农产品集团股份有限公司,"Shenzhen Agricultural Products Group Co.,Ltd.",主板,SZSE,CNY,L,19970110,
000062,深圳华强,20.2143,21.1588,2.7518,1.1745,1.0258,104590.9322,104464.5006,24747.5781,1385829.8517,1384154.633,深圳,批发业,深圳华强实业股份有限公司,"Shenzhen Huaqiang Industry Co.,Ltd",主板,SZSE,CNY,L,19970130,
000063,中兴通讯,,29.1716,5.9472,1.5023,1.4119,422595.8707,346740.2057,231855.2457,12846914.4693,10540902.2533,深圳,通信设备,中兴通讯股份有限公司,ZTE Corporation,主板,SZSE,CNY,L,19971118,
000065,北方国际,10.553,9.6657,1.3479,0.6229,0.6163,76950.541,62894.3607,29217.6094,621760.3713,508186.4345,北京,建筑工程,北方国际合作股份有限公司,NORINCO International Cooperation Ltd.,主板,SZSE,CNY,L,19980605,
000066,中国长城,44.7934,46.2616,7.0654,4.4174,4.0607,292818.2053,249070.2309,171368.3927,4421554.9,3760960.4866,深圳,IT设备,中国长城科技集团股份有限公司,"China Greatwall Technology Group Co., Ltd.",主板,SZSE,CNY,L,19970626,
000068,华控赛格,,,8.6387,18.9211,23.0403,100667.1464,100667.1464,53327.2786,389581.8566,389581.8566,深圳,环境保护,深圳华控赛格股份有限公司,"Shenzhen Huakong Seg Co.,Ltd.",主板,SZSE,CNY,L,19970611,
000069,华侨城A,5.4844,5.0516,0.9317,1.2063,1.0864,820250.6415,701678.7409,418178.0017,5807374.5418,4967885.4856,深圳,旅游景点,深圳华侨城股份有限公司,"Shenzhen Overseas Chinese Town Co.,Ltd",主板,SZSE,CNY,L,19970910,
000070,特发信息,30.7154,41.006,3.1794,1.4838,1.7907,81332.573,79199.138,47299.9881,846672.0849,824463.0266,深圳,通信设备,深圳市特发信息股份有限公司,"Shenzhen SDG Information Co., Ltd.",主板,SZSE,CNY,L,20000511,
000078,海王生物,21.8506,26.012,1.421,0.2361,0.2196,276258.3257,262196.0808,140551.568,906127.3083,860003.145,深圳,医药商业,深圳市海王生物工程股份有限公司,"Shenzhen Neptunus Bioengineering Co.,Ltd",主板,SZSE,CNY,L,19981218,
000088,盐田港,22.0145,25.0132,1.4996,25.8951,18.4382,194220.0,194220.0,63375.0,1044903.6,1044903.6,深圳,港口,深圳市盐田港股份有限公司,"Shenzhen Yan Tian Port Holdings Co.,Ltd",主板,SZSE,CNY,L,19970728,
000089,深圳机场,28.9806,33.8484,1.6201,5.3787,5.1682,205076.9509,205076.9509,88247.3977,1935926.4165,1935926.4165,深圳,机场,深圳市机场股份有限公司,"Shenzhen Airport Co.,Ltd.",主板,SZSE,CNY,L,19980420,
000090,天健集团,12.1688,11.1067,1.3691,0.9316,0.8177,186854.5434,186841.5681,112895.1453,951089.6259,951023.5816,深圳,建筑工程,深圳市天健(集团)股份有限公司,"Shenzhen Tagen Group Co., Ltd.",主板,SZSE,CNY,L,19990721,
000096,广聚能源,50.6775,46.4931,2.122,3.3004,3.3878,52800.0,51084.8,23472.9623,545952.0,528216.832,深圳,石油贸易,深圳市广聚能源股份有限公司,"Shenzhen Guangju Energy Co.,Ltd.",主板,SZSE,CNY,L,20000724,
000099,中信海直,28.6401,19.6481,1.3391,3.0221,2.7239,60607.042,60607.042,37195.0946,430916.0686,430916.0686,深圳,空运,中信海洋直升机股份有限公司,"CITIC Offshore Helicopter Co., Ltd.",主板,SZSE,CNY,L,20000731,
000100,TCL集团,14.5886,14.2289,1.6661,0.4463,0.5626,1352843.8719,1265982.7894,1116929.6504,5059636.0809,4734775.6324,广东,家用电器,TCL集团股份有限公司,TCL Corporation,主板,SZSE,CNY,L,20040130,
000150,宜华健康,25.1315,,1.8441,2.023,2.3206,87769.7557,80599.0242,38182.6991,445870.359,409443.0429,广东,医疗保健,宜华健康医疗股份有限公司,"Yihua Healthcare Co.,Ltd.",主板,SZSE,CNY,L,20000807,
000151,中成股份,34.7351,145.9307,3.059,2.2803,2.7645,29598.0,26654.3967,16042.0467,289764.42,260946.5437,北京,商贸代理,中成进出口股份有限公司,China National Complete Plant Import & Export Corporation Limited,主板,SZSE,CNY,L,20000906,
000153,丰原药业,32.0716,24.5374,1.4819,0.6484,0.6168,31214.123,31197.723,22299.4605,195400.41,195297.746,安徽,化学制药,安徽丰原药业股份有限公司,"Anhui Fengyuan Pharmaceutical Co., Ltd.",主板,SZSE,CNY,L,20000920,
000155,川能动力,16.1202,8.9836,1.3735,1.1356,1.8126,127000.0,127000.0,71835.1849,485140.0,485140.0,四川,新型电力,四川省新能源动力股份有限公司,SICHUAN NEW ENERGYPOWER COMPANY LIMITED,主板,SZSE,CNY,L,20000926,
000156,华数传媒,18.5792,17.9291,1.1012,3.4833,3.3752,143335.1902,128029.5337,54686.8435,1196848.8382,1069046.6064,浙江,影视音像,华数传媒控股股份有限公司,"Wasu Media Holding Co.,Ltd",主板,SZSE,CNY,L,20000906,
000157,中联重科,23.8021,11.4556,1.2701,1.6754,1.2197,786853.663,635085.5346,455415.8085,4807675.8809,3880372.6164,湖南,工程机械,中联重科股份有限公司,"Zoomlion Heavy Industry Science and Technology Co., Ltd.",主板,SZSE,CNY,L,20001012,
000158,常山北明,50.9267,50.4928,1.6018,0.9808,0.8941,165287.4961,162423.058,82422.4177,947097.3527,930684.1223,河北,软件服务,石家庄常山北明科技股份有限公司,"Shijiazhuang ChangShan BeiMing Technology Co., Ltd",主板,SZSE,CNY,L,20000724,
000159,国际实业,44.1216,121.1986,1.2345,4.8016,6.6574,48068.5993,48068.5993,35730.0993,264377.2962,264377.2962,新疆,石油贸易,新疆国际实业股份有限公司,"Xinjiang International Industry Co.,Ltd",主板,SZSE,CNY,L,20000926,
000166,申万宏源,28.8909,21.4423,1.4651,7.8673,5.3818,2503994.456,2253441.4205,972111.0346,12019173.3888,10816518.8184,新疆,证券,申万宏源集团股份有限公司,"Shenwan Hongyuan Group Co.,Ltd.",主板,SZSE,CNY,L,20150126,
000301,东方盛虹,23.7918,14.5456,1.4959,1.0925,0.8472,402905.3222,121823.6445,89526.3992,2014526.611,609118.2225,江苏,化纤,江苏东方盛虹股份有限公司,"Jiangsu Eastern Shenghong Co.,Ltd.",主板,SZSE,CNY,L,20000529,
000333,美的集团,19.3994,16.5971,3.9949,1.5114,1.428,693890.3035,677325.2922,456120.6309,39246435.566,38309518.5268,广东,家用电器,美的集团股份有限公司,"Midea Group Co.,Ltd.",主板,SZSE,CNY,L,20130918,
000338,潍柴动力,12.2616,10.9275,2.4758,0.6666,0.6327,793387.3895,424503.575,417013.0701,10615523.2715,5679857.8335,山东,汽车配件,潍柴动力股份有限公司,"Weichai Power Co.,Ltd.",主板,SZSE,CNY,L,20070430,
000400,许继电气,47.3204,30.41,1.1855,1.1499,1.0164,100832.7309,100818.0305,59198.2652,944802.6885,944664.9458,河南,电气设备,许继电气股份有限公司,"XJ Electric Co.,Ltd.",主板,SZSE,CNY,L,19970418,
000401,冀东水泥,13.5458,7.9144,1.5688,0.6513,0.5743,134752.2914,134721.4601,84863.1226,2009156.6648,2008696.9701,河北,水泥,唐山冀东水泥股份有限公司,"Tangshan Jidong Cement Co.,Ltd.",主板,SZSE,CNY,L,19960614,
000402,金融街,7.0138,6.3628,0.7067,1.0367,0.8562,298892.9907,298763.1546,205692.3393,2292509.2387,2291513.3958,北京,全国地产,金融街控股股份有限公司,"Financial Street Holdings Co., Ltd.",主板,SZSE,CNY,L,19960626,
000403,双林生物,109.4294,68.9616,11.4403,10.1791,10.0982,27257.7599,27140.4099,12477.2604,875246.6704,871478.5619,山西,生物制药,南方双林生物制药股份有限公司,"Southern Shuanglin Bio-pharmacy Co., LTD",主板,SZSE,CNY,L,19960628,
000404,长虹华意,36.5617,37.3311,0.8103,0.296,0.29,69599.5979,69462.2798,45287.7826,263782.476,263262.0404,江西,专用机械,长虹华意压缩机股份有限公司,"Changhong Huayi Compressor Co., Ltd.",主板,SZSE,CNY,L,19960619,
000407,胜利股份,28.841,23.1166,1.2284,0.6324,0.5364,88008.4656,87574.383,70578.1571,295708.4444,294249.9269,山东,供气供热,山东胜利股份有限公司,"Shandong Shengli Co.,Ltd.",主板,SZSE,CNY,L,19960703,
000408,藏格控股,20.3559,38.5472,2.2182,6.4561,8.6261,199377.9522,47348.6085,47348.6085,1730600.6251,410985.9218,青海,农药化肥,藏格控股股份有限公司,ZANGGE HOLDING COMPANY LIMITED,主板,SZSE,CNY,L,19960628,
000411,英特集团,31.4585,20.7507,1.9827,0.1441,0.1254,24893.9935,20731.7071,9395.3099,295242.7629,245878.0462,浙江,医药商业,浙江英特集团股份有限公司,"Zhejiang Int'l Group Co.,Ltd",主板,SZSE,CNY,L,19960716,
000415,渤海租赁,9.4423,11.1813,0.56,0.5212,0.5636,618452.1282,354739.6604,186798.5237,2152213.4061,1234494.0182,新疆,多元金融,渤海租赁股份有限公司,"Bohai Leasing Co.,Ltd.",主板,SZSE,CNY,L,19960716,
000416,民生控股,130.6828,77.0174,2.9507,257.7756,312.7876,53187.1494,53164.1098,41165.967,261148.9036,261035.7791,山东,多元金融,民生控股股份有限公司,"Minsheng Holdings Co.,Ltd",主板,SZSE,CNY,L,19960719,
000417,合肥百货,15.0421,15.8231,0.8422,0.3161,0.302,77988.42,77902.7451,48263.6984,337689.8586,337318.8863,安徽,百货,合肥百货大楼集团股份有限公司,"Hefei Department Store Group Co.,Ltd",主板,SZSE,CNY,L,19960812,
000419,通程控股,16.3347,13.6177,0.8179,0.6137,0.6561,54358.2655,54328.9983,30231.7499,231022.6284,230898.2428,湖南,百货,长沙通程控股股份有限公司,"Changsha Tongcheng Holdings Co.,Ltd",主板,SZSE,CNY,L,19960816,
000420,吉林化纤,31.403,48.2594,1.3856,1.6228,1.6199,197070.6656,185048.0524,100901.2595,415819.1044,390451.3906,吉林,化纤,吉林化纤股份有限公司,"Jilin Chemical Fibre Stock Co., Ltd.",主板,SZSE,CNY,L,19960802,
000421,南京公用,17.0349,21.9205,0.9429,0.6954,0.6599,57264.6934,57264.6934,26205.6287,243947.5939,243947.5939,江苏,供气供热,南京公用发展股份有限公司,"NanJing Public Utilities Development Co.,Ltd.",主板,SZSE,CNY,L,19960806,
000423,东阿阿胶,10.6344,20.7463,2.0862,3.0213,3.8331,65402.1537,65386.7313,44458.0466,2217133.0104,2216610.1911,山东,中成药,东阿阿胶股份有限公司,"Dong-E-E-Jiao Co., Ltd.",主板,SZSE,CNY,L,19960729,
000425,徐工机械,17.3466,9.9742,1.2741,0.7991,0.6624,783366.843,699397.4965,401171.6347,3548651.7988,3168270.6591,江苏,工程机械,徐工集团工程机械股份有限公司,"XCMG Construction Machinery Co., Ltd.",主板,SZSE,CNY,L,19960828,
000426,兴业矿业,,,1.5103,3.1938,6.3937,183719.2219,129896.7555,65034.6733,778969.5009,550762.2433,内蒙,铅锌,内蒙古兴业矿业股份有限公司,"Inner Mongolia Xingye Mining Co.,Ltd",主板,SZSE,CNY,L,19960828,
000428,华天酒店,,,1.0838,2.6586,2.2451,101892.6,101888.445,41597.553,254731.5,254721.1125,湖南,酒店餐饮,华天酒店集团股份有限公司,"Huatian Hotel Group Co.,Ltd.",主板,SZSE,CNY,L,19960808,
000429,粤高速A,10.0113,10.7317,1.751,5.2161,5.394,209080.6126,130277.2793,49728.3619,1678917.3192,1046126.5528,广东,路桥,广东省高速公路发展股份有限公司,"Guangdong Provincial Expressway Development Co.,Ltd.",主板,SZSE,CNY,L,19980220,
000430,张家界,76.1987,175.6047,1.2405,4.2954,4.7149,40481.7686,33173.88,26192.4635,201194.3899,164874.1836,湖南,旅游景点,张家界旅游集团股份有限公司,"Zhang Jia Jie Tourism Group Co., Ltd",主板,SZSE,CNY,L,19960829,
000488,晨鸣纸业,5.4971,12.5835,0.8107,0.4778,0.5036,290460.82,165652.4003,121112.7875,1379688.895,786848.9014,山东,造纸,山东晨鸣纸业集团股份有限公司,Shandong Chenming Paper Holdings Limited,主板,SZSE,CNY,L,20001120,
000498,山东路桥,7.7138,7.4364,0.9655,0.3466,0.2538,112013.9063,112008.0313,40999.9383,511903.5518,511876.703,山东,建筑工程,山东高速路桥集团股份有限公司,"Shandong Hi-Speed Road&Bridge Co.,Ltd.",主板,SZSE,CNY,L,19970609,
000501,鄂武商A,7.8368,7.5815,0.9097,0.4647,0.4661,76899.2731,76775.7255,43741.3192,822822.2222,821500.2629,湖北,百货,武汉武商集团股份有限公司,"Wuhan Department Store Group Co., Ltd.",主板,SZSE,CNY,L,19921120,
000502,绿景控股,17.1594,39.4898,6.4928,76.3083,82.2585,18481.9607,18334.6957,14148.2491,132885.2974,131826.4621,广东,医疗保健,绿景控股股份有限公司,"Lvjing Holding Co., Ltd",主板,SZSE,CNY,L,19921123,
000503,国新健康,,,13.9124,154.5733,143.9622,89882.2204,89882.2204,66311.9611,1475866.059,1475866.059,海南,医疗保健,国新健康保障服务集团股份有限公司,"China Reform Health Management and Services Group Co., Ltd.",主板,SZSE,CNY,L,19921130,
000505,京粮控股,21.069,23.4281,1.5007,0.4776,0.5071,68579.0364,40612.7806,28256.5843,353867.8278,209561.9479,海南,食品,海南京粮控股股份有限公司,"Hainan Jingliang Holdings Co., Ltd.",主板,SZSE,CNY,L,19921221,
000506,中润资源,62.977,157.6028,2.552,5.3519,5.8716,92901.7761,92867.0961,58418.9526,265699.0796,265599.8948,山东,黄金,中润资源投资股份有限公司,Zhongrun Resources Investment Corporation,主板,SZSE,CNY,L,19930312,
000507,珠海港,33.4053,32.8391,1.0699,2.1562,1.7156,93042.4895,77214.3777,56821.983,563837.4864,467919.1289,广东,港口,珠海港股份有限公司,"Zhuhai Port Co., Ltd",主板,SZSE,CNY,L,19930326,
000509,华塑控股,,,45.3684,1.6181,29.8078,82548.3117,82547.9873,62627.3953,195639.4987,195638.7299,四川,其他建材,华塑控股股份有限公司,"Huasu Holdings Co.,Ltd",主板,SZSE,CNY,L,19930507,
000510,新金路,22.9428,36.8825,2.3458,1.1098,1.0585,60918.2254,54947.9157,48051.8687,229661.7098,207153.6422,四川,化工原料,四川新金路集团股份有限公司,"SICHUAN XINJINLU GROUP CO.,LTD",主板,SZSE,CNY,L,19930507,
000513,丽珠集团,26.3108,24.0906,2.6217,3.2134,3.057,93476.2675,59558.9142,35738.1518,2847287.1081,1814164.5265,广东,化学制药,丽珠医药集团股份有限公司,Livzon Pharmaceutical Group Inc.,主板,SZSE,CNY,L,19931028,
000514,渝开发,130.0134,132.9054,1.0898,6.0622,9.3431,84377.0965,84377.0965,31062.1866,327383.1344,327383.1344,重庆,区域地产,重庆渝开发股份有限公司,"Chongqing Yukaifa Co.,Ltd",主板,SZSE,CNY,L,19930712,
000516,国际医学,4.1599,,1.7013,4.4556,10.1426,197104.9302,192900.164,140748.6601,908653.7282,889269.756,陕西,医疗保健,西安国际医学投资股份有限公司,Xi'An International Medical Investment Company Limited,主板,SZSE,CNY,L,19930809,
000517,荣安地产,13.5,9.647,1.4939,2.0703,1.9712,318392.2485,303570.7316,110985.9368,821452.0011,783212.4875,浙江,区域地产,荣安地产股份有限公司,"Rongan Property Co., Ltd.",主板,SZSE,CNY,L,19930806,
000518,四环生物,,,5.5819,8.5902,8.4962,102955.6222,102953.5693,79680.411,339753.5533,339746.7787,江苏,生物制药,江苏四环生物股份有限公司,"Jiangsu Sihuan Bioengineering Co.,Ltd",主板,SZSE,CNY,L,19930908,
000519,中兵红箭,29.6016,27.815,1.2699,2.0747,1.9554,139255.8982,93264.7561,71951.7302,1027708.5287,688293.9,湖南,矿物制品,中兵红箭股份有限公司,"NORTH INDUSTRIES GROUP RED ARROW CO., LTD",主板,SZSE,CNY,L,19931008,
000520,长航凤凰,73.5731,145.779,11.0838,5.3582,5.6131,101208.3455,101208.3455,76918.4476,450377.1375,450377.1375,湖北,水运,长航凤凰股份有限公司,"Chang Jiang Shipping Group Phoenix Co.,Ltd",主板,SZSE,CNY,L,19931025,
000521,长虹美菱,88.9002,63.9132,0.6835,0.1965,0.1989,104459.7881,87209.0413,62363.2689,343672.7028,286917.7459,安徽,家用电器,长虹美菱股份有限公司,"CHANGHONG MEILING CO.,LTD.",主板,SZSE,CNY,L,19931018,
000523,广州浪奇,105.3672,102.1352,1.7966,0.293,0.2798,62753.3125,62690.3116,34286.3434,350791.0169,350438.8418,广东,日用化工,广州市浪奇实业股份有限公司,"Lonkey Industrial Co.,Ltd.Guangzhou",主板,SZSE,CNY,L,19931108,
